export_timestamp,trading_date,ticker,company,predicted_signal,confidence,confidence_percentage,signal_strength,close_price,RSI,sma_5,sma_10,sma_20,sma_50,ema_5,ema_10,ema_20,ema_50,macd,macd_signal,macd_histogram,macd_trend,price_vs_sma20,price_vs_sma20_pct,price_vs_sma50,price_vs_sma50_pct,price_vs_ema20,sma20_vs_sma50,ema20_vs_ema50,trend_direction,sma5_vs_sma20,volume_sma_20,volume_sma_ratio,price_momentum_5,price_momentum_10,rsi_momentum,daily_volatility
2025-11-26 09:01:18,2025-11-25,MCHP,Microchip Technology Incorporated,Oversold (Buy),0.917015715644791,91.7,Strong,51.83,22.70237370663446,50.669,0.0,0.0,0.0,51.059538610976205,50.91596614831597,50.86888734813137,50.85157305398527,0.03674841300351517,-0.022721150255908363,0.05946956325942353,Bullish,0.0,-100.0,0.0,-100.0,1.0188939192888387,0.0,1.0003404868936447,Downtrend,0.0,0.0,0.0,1.0188716335757815,0.0,-3.2451481592551374,4.862049006366975
2025-11-26 09:01:18,2025-11-25,MNST,Monster Beverage Corporation,Overbought (Sell),0.8184043906278342,81.8,Strong,74.82,73.72013651877135,72.924,0.0,0.0,0.0,73.37846527440506,73.05979945596503,72.90689953654541,72.82046295090292,0.13477046525382264,0.04340517801976607,0.09136528723405657,Bullish,0.0,-100.0,0.0,-100.0,1.026240321226328,0.0,1.0011869820945902,Downtrend,0.0,0.0,0.0,1.0263374485596706,0.0,1.0833205983733478,2.0582731889869104
2025-11-26 09:01:18,2025-11-25,MSI,"Motorola Solutions, Inc.",Oversold (Buy),0.9683998367696731,96.8,Strong,369.51,19.58110082805689,369.076,0.0,0.0,0.0,369.4175473530841,369.92654167427787,370.31025430230073,370.58054134524974,-0.36605974093026816,-0.31165361439195904,-0.05440612653830912,Bearish,0.0,-100.0,0.0,-100.0,0.9978389626184981,0.0,0.9992706388684958,Downtrend,0.0,0.0,0.0,0.9923461166612955,0.0,1.8636824378248633,1.8835755459933372
2025-11-26 09:01:18,2025-11-25,NFLX,"Netflix, Inc.",Oversold (Buy),0.9555286133885165,95.6,Strong,104.4,5.934712839335418,106.27000000000001,0.0,0.0,0.0,106.15220009713454,106.94629397365462,107.434737121348,107.7477850625497,-0.45033245938266475,-0.27119979650793363,-0.17913266287473112,Bearish,0.0,-100.0,0.0,-100.0,0.9717527384283517,0.0,0.997094622956565,Downtrend,0.0,0.0,0.0,0.9150670523271102,0.0,-0.47097481707072575,2.3754789272030687
2025-11-26 09:01:18,2025-11-25,NXPI,NXP Semiconductors N.V.,Oversold (Buy),0.951892933247599,95.2,Strong,191.02,26.130776794493627,189.636,0.0,0.0,0.0,190.28659543467703,189.92308623072506,189.75393036823408,189.66443255855586,0.1463494273027095,0.02155944954292354,0.12478997775978595,Bullish,0.0,-100.0,0.0,-100.0,1.0066721655214679,0.0,1.0004718745020924,Downtrend,0.0,0.0,0.0,1.0128850946497694,0.0,-9.939413846754185,2.889749764422564
2025-11-26 09:01:18,2025-11-25,ORLY,"O'Reilly Automotive, Inc.",Overbought (Sell),0.810904704722009,81.1,Strong,101.38,72.9671897289593,99.70400000000001,0.0,0.0,0.0,100.03390966488588,99.75436079156151,99.615996128189,99.53710828186833,0.12243748564422674,0.03979950066177448,0.08263798498245226,Bullish,0.0,-100.0,0.0,-100.0,1.0177080382706911,0.0,1.000792547098086,Downtrend,0.0,0.0,0.0,1.03101800061019,0.0,2.6926799250374387,2.219372657328862
2025-11-26 09:01:18,2025-11-25,PANW,"Palo Alto Networks, Inc.",Oversold (Buy),0.956625177255018,95.7,Strong,186.27,22.206155752943573,187.606,0.0,0.0,0.0,187.20898008742114,189.07403470246126,190.3134300619137,191.13388800446882,-1.1563710414820036,-0.7920837154280714,-0.3642873260539322,Bearish,0.0,-100.0,0.0,-100.0,0.9787538374953452,0.0,0.9957074177105845,Downtrend,0.0,0.0,0.0,0.9267164179104478,0.0,4.536744733310925,2.96880871852687
2025-11-26 09:01:18,2025-11-25,PDD,PDD Holdings Inc.,Oversold (Buy),0.9652676633016714,96.5,Strong,114.0,12.74182788525691,114.33599999999998,0.0,0.0,0.0,114.65658086449733,115.64986279432233,116.3541331579086,116.83931106131172,-0.6661835798454092,-0.5307282382362358,-0.13545534160917339,Bearish,0.0,-100.0,0.0,-100.0,0.9797675158241803,0.0,0.9958474771975632,Downtrend,0.0,0.0,0.0,0.9533366783743101,0.0,-5.431459571734067,1.6929824561403444
2025-11-26 09:01:18,2025-11-25,PYPL,"PayPal Holdings, Inc.",Oversold (Buy),0.931892933247599,93.2,Strong,61.22,27.864077669902926,60.113,0.0,0.0,0.0,60.554103933948525,60.45656167196288,60.43952543027307,60.442666669855555,0.008505722185091713,-0.04479153037154557,0.05329725255663728,Bullish,0.0,-100.0,0.0,-100.0,1.012913313997267,0.0,0.9999480294342465,Downtrend,0.0,0.0,0.0,1.0085667215815486,0.0,-5.677961686090001,2.0499836654688055
2025-11-26 09:01:18,2025-11-25,QCOM,QUALCOMM Incorporated,Oversold (Buy),0.9498242156000252,95.0,Strong,163.3,29.98537298878594,163.472,0.0,0.0,0.0,163.71204468188444,163.8656484112501,163.9971402719898,164.09472574842593,-0.12793707664090448,-0.12520547765901502,-0.0027315989818894604,Bearish,0.0,-100.0,0.0,-100.0,0.995749070557977,0.0,0.9994053100976217,Downtrend,0.0,0.0,0.0,0.9893372107112566,0.0,-11.583764419103098,1.89834660134721
2025-11-26 09:01:18,2025-11-25,REGN,"Regeneron Pharmaceuticals, Inc.",Overbought (Sell),0.8324190159633731,83.2,Strong,787.32,86.35139940061974,748.884,0.0,0.0,0.0,759.6061486158331,749.9026075253864,744.5556720738293,741.3049760966746,4.836183931188998,2.342588993381127,2.4935949378078712,Bullish,0.0,-100.0,0.0,-100.0,1.0574360380696022,0.0,1.0043850993612253,Downtrend,0.0,0.0,0.0,1.0854495822648689,0.0,0.7057986740851447,3.8815221256922294
2025-11-26 09:01:18,2025-11-25,ROST,"Ross Stores, Inc.",Overbought (Sell),0.8103122101443451,81.0,Strong,176.5,78.36978131212723,169.11599999999999,0.0,0.0,0.0,171.44104905293835,169.08289998056338,167.75817309042742,166.9490508372486,1.2006511030393767,0.5906737599082484,0.6099773431311283,Bullish,0.0,-100.0,0.0,-100.0,1.0521096930690848,0.0,1.004846522032447,Downtrend,0.0,0.0,0.0,1.1038148843026891,0.0,2.25037832705263,2.169971671388109
